COD_DISCIPLINA,NOME_DISCIPLINA,COD_CURSO,MULTIPLA_ESCOLHA,CURSO,IDPROGRAMA,SETOR_CURSO
SIN203,GESTÃO DE TECNOLOGIA DA INFORMAÇÃO,40001016058G0,Não,GESTÃO DA INFORMAÇÃO  - Presencial - Curitiba,40001016058G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SIN232,TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO,40001016058G0,Não,GESTÃO DA INFORMAÇÃO  - Presencial - Curitiba,40001016058G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SIN233,TÓPICOS EM ANÁLISE DE DADOS,40001016058G0,Não,GESTÃO DA INFORMAÇÃO  - Presencial - Curitiba,40001016058G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
DEE256,FENÔMENOS DE TRANSPORTE III,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE257,BIOCOMBUSTÍVEIS LÍQUIDOS,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE310,HIDRÁULICA GERAL,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE333,LABORATÓRIO DE ENERGIA I,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE391,FÍSICA IV,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE526,ENERGIA SOLAR FOTOVOLTAICA,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE527,MÁQUINAS E EQUIPAMENTOS ELÉTRICOS II,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
OA827,LABORATÓRIO DE NOTAÇÃO E EDITORAÇÃO MUSICAL,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
AF072,MANEJO DE LAVOURA B,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AF106,FRUTICULTURA SUBTROPICAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
CF2402,FÍSICA GERAL 2,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CF2406,FÍSICA GERAL EXPERIMENTAL 2,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CI202,MÉTODOS NUMÉRICOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CM005,ÁLGEBRA LINEAR,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CM202,CALCULO DIFERENCIAL E INTEGRAL II,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
EM204,DIDÁTICA,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CQ307,QUÍMICA GERAL,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
ET197,EDUCAÇÃO E RELAÇÕES RACIAIS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
ET200,HISTÓRIA DA EDUCAÇÃO I,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CI1100,ESTÁGIO OBRIGATÓRIO,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1338,GEOMETRIA COMPUTACIONAL,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
EM232,METODOLOGIA E PRÁTICAS DE ENSINO DE FÍSICA 2,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
ET171,EDUCAÇÃO EM DIREITOS HUMANOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
LIB038,COMUNICAÇÃO EM LÍNGUA BRASILEIRA DE SINAIS-LIBRAS: FUNDAMENTOS DA EDUCAÇÃO BILÍNGUE PARA SURDOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
EM254,METODOLOGIA DO ENSINO DE CIÊNCIAS SOCIAIS,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
EP126,ORGANIZAÇÃO DO TRABALHO PEDAGÓGICO NA ESCOLA,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
MB108,ALIMENTOS E SUPLEMENTOS ALIMENTARES,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
EM250,PRÁTICA DE DOCÊNCIA DO ENSINO DE ARTES VISUAIS 1,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ET170,"DIVERSIDADE ÉTNICO-RACIAL, GÊNERO E SEXUALIDADE",40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ET171,EDUCAÇÃO EM DIREITOS HUMANOS,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA397,PRÁTICAS DE CURADORIA E MEDIAÇÃO,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA399,TRABALHO DE CONCLUSÃO DE CURSO 2,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
DC076,TEORIA DA DECISÃO JUDICIAL,40001016021G0,Não,DIREITO  - Presencial - Curitiba,40001016021G0,SETOR DE CIÊNCIAS JURÍDICAS
DP089,JUSTIÇA RESTAURATIVA,40001016021G0,Não,DIREITO  - Presencial - Curitiba,40001016021G0,SETOR DE CIÊNCIAS JURÍDICAS
GC131,TÉCNICAS DE CARTOGRAFIA,40001016056G0,Não,GEOLOGIA  - Presencial - Curitiba,40001016056G0,SETOR DE CIÊNCIAS DA TERRA
AF097,MANEJO DE PLANTAS POTENCIAIS,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
DS221,MODELAGEM E ANÁLISE DE PROCESSO DE NEGÓCIO,40001016111G0,Não,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS  - Presencial - Curitiba,40001016111G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
TCI126,ASSESSORIA DE COMUNICAÇÃO E IMPRENSA,40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
TCI130A,IDENTIDADE CORPORATIVA E GESTÃO DE MARCA,40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
TCI131,GESTÃO DE PESSOAS,40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
TCI184,LABORATÓRIO DE VÍDEO I,40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
CQ214,QUÍMICA ANALÍTICA I,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
OC298,ESTÁGIO SUPERVISIONADO,40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC428,"TÓPICOS ESPECIAIS EM COMUNICAÇÃO, SOCIEDADE E CULTURA IV",40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
BP064,INTRODUÇÃO À PESQUISA EM ENTOMOLOGIA AGRÍCOLA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
TCI132AB,OFICINA DE LÍNGUA INGLESA II,40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
TCI137AB,"CERIMONIAL, PROTOCOLO E EVENTOS",40001016100G0,Não,COMUNICAÇÃO INSTITUCIONAL  - Presencial - Curitiba,40001016100G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
CF109,FÍSICA I,40001016034G0,Não,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA  - Presencial - Curitiba,40001016034G0,SETOR DE TECNOLOGIA
TEB065,BIOTECNOLOGIA DE BIOMASSA,40001016034G0,Não,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA  - Presencial - Curitiba,40001016034G0,SETOR DE TECNOLOGIA
GB100,PEDOLOGIA,40001016056G0,Não,GEOLOGIA  - Presencial - Curitiba,40001016056G0,SETOR DE CIÊNCIAS DA TERRA
GC051,INTRODUCAO AOS SISTEMAS DEPOSICIONAIS,40001016056G0,Não,GEOLOGIA  - Presencial - Curitiba,40001016056G0,SETOR DE CIÊNCIAS DA TERRA
AZ027,CIENCIAS DO AMBIENTE,40001016114G0,Não,ZOOTECNIA  - Presencial - Curitiba,40001016114G0,SETOR DE CIÊNCIAS AGRÁRIAS
HH125,HISTÓRIA DO BRASIL B,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH215,TEORIA DA HISTÓRIA B,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH226,OFICINA DE INTRODUÇÃO AOS ESPAÇOS MUSEOLÓGICOS,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
HH248,TOPICOS ESPECIAIS DE HISTORIOGRAFIA DE HISTÓRIA ANTIGA E MEDIEVAL,40001016144G0,Não,HISTÓRIA - MEMÓRIA E IMAGEM  - Presencial - Curitiba,40001016144G0,SETOR DE CIÊNCIAS HUMANAS
ME032,IMPLANTODONTIA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MS095,ODONTOLOGIA EM SAÚDE COLETIVA III,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
BT090,NEUROBIOLOGIA E FARMACOLOGIA DA ANSIEDADE,40001016052G0,Não,FISIOTERAPIA  - Presencial - Curitiba,40001016052G0,SETOR DE CIÊNCIAS BIOLÓGICAS
HE1127,LÍNGUA ITALIANA VII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
OC252,REDAÇÃO III,40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC256,GESTÃO E CULTURA ORGANIZACIONAL,40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC407,PROJETO AGÊNCIA III,40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OC408,PROJETO INTERDISCIPLINAR V,40001016143G0,Não,RELAÇÕES PÚBLICAS  - Presencial - Curitiba,40001016143G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
MB096,FARMACOTERAPIA II,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
MB127,ESTÁGIO SUPERVISIONADO EM FARMÁCIA HOMEOPÁTICA,40001016046G0,Não,FARMÁCIA  - Presencial - Curitiba,40001016046G0,SETOR DE CIÊNCIAS DA SAÚDE
DPRF064,FISIOLOGIA DO EXERCÍCIO,40001016052G0,Não,FISIOTERAPIA  - Presencial - Curitiba,40001016052G0,SETOR DE CIÊNCIAS BIOLÓGICAS
DCA107,EXPERIMENTAÇÃO AGRÍCOLA,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DCA134,SILVICULTURA E MANEJO FLORESTAL,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
DEC057,ENGENHARIA ECONÔMICA,40001016004G0,Não,AGRONOMIA  - Presencial - Palotina,40001016004G0,SETOR PALOTINA
LCE132,QUÍMICA III,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE134,ÉTICA E EDUCAÇÃO,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE135,"HISTÓRIA, FILOSOFIA E ENSINO DAS CIÊNCIAS E DA MATEMÁTICA",40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
LCE137,PRÁTICAS III,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
PP005,FÍSICA III,40001016048G0,Não,CIÊNCIAS EXATAS  - Presencial - Pontal do Paraná,40001016048G0,CENTRO DE ESTUDOS DO MAR
AS086,MUDANÇAS CLIMÁTICAS E PROJETOS DE CRÉDITOS DE CARBONO,40001016041G0,Não,ENGENHARIA INDUSTRIAL MADEIREIRA  - Presencial - Curitiba,40001016041G0,SETOR DE CIÊNCIAS AGRÁRIAS
AS097,INFORMÁTICA E BANCO DE DADOS FLORESTAIS (APLICATIVOS E SOFTWARE),40001016041G0,Não,ENGENHARIA INDUSTRIAL MADEIREIRA  - Presencial - Curitiba,40001016041G0,SETOR DE CIÊNCIAS AGRÁRIAS
AT088,ENERGIA DA MADEIRA,40001016041G0,Não,ENGENHARIA INDUSTRIAL MADEIREIRA  - Presencial - Curitiba,40001016041G0,SETOR DE CIÊNCIAS AGRÁRIAS
AT105,POLPA E PAPEL,40001016041G0,Não,ENGENHARIA INDUSTRIAL MADEIREIRA  - Presencial - Curitiba,40001016041G0,SETOR DE CIÊNCIAS AGRÁRIAS
AT136,TECNOLOGIA DE RECICLAGEM DO PAPEL,40001016041G0,Não,ENGENHARIA INDUSTRIAL MADEIREIRA  - Presencial - Curitiba,40001016041G0,SETOR DE CIÊNCIAS AGRÁRIAS
SLGT033,GESTÃO DE ALIMENTOS E BEBIDAS (A & B),40001016133G0,Não,GESTÃO DE TURISMO  - Presencial - Matinhos,40001016133G0,SETOR LITORAL
SLGT034,MARKETING TURÍSTICO,40001016133G0,Não,GESTÃO DE TURISMO  - Presencial - Matinhos,40001016133G0,SETOR LITORAL
SLGT035,INOVAÇÃO E EMPREENDEDORISMO EM TURISMO,40001016133G0,Não,GESTÃO DE TURISMO  - Presencial - Matinhos,40001016133G0,SETOR LITORAL
SL64,PROJETO DE APRENDIZAGEM,40001016133G0,Não,GESTÃO DE TURISMO  - Presencial - Matinhos,40001016133G0,SETOR LITORAL
CI1062,PARADIGMAS DE PROGRAMAÇÃO,40001016064G0,Não,INFORMÁTICA BIOMÉDICA  - Presencial - Curitiba,40001016064G0,SETOR DE CIÊNCIAS EXATAS
CF2411,FÍSICA MODERNA,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CMM201,TEORIA DE GRUPOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
CMM242,ESPAÇOS MÉTRICOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
HTT313,"TECNOLOGIA, INOVAÇÃO E TURISMO",40001016113G0,Não,TURISMO  - Presencial - Curitiba,40001016113G0,SETOR DE CIÊNCIAS HUMANAS
HTT315-EX,ORGANIZAÇÃO DE EVENTOS,40001016113G0,Não,TURISMO  - Presencial - Curitiba,40001016113G0,SETOR DE CIÊNCIAS HUMANAS
HTT331-EX,TURISMO ACESSÍVEL,40001016113G0,Não,TURISMO  - Presencial - Curitiba,40001016113G0,SETOR DE CIÊNCIAS HUMANAS
CEG001,DESENHO TÉCNICO I,40001016028G0,Não,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA  - Presencial - Curitiba,40001016028G0,SETOR DE CIÊNCIAS DA TERRA
CI180,PROGRAMAÇÃO DE COMPUTADORES,40001016028G0,Não,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA  - Presencial - Curitiba,40001016028G0,SETOR DE CIÊNCIAS DA TERRA
CM300,INTRODUÇÃO AO CÁLCULO,40001016028G0,Não,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA  - Presencial - Curitiba,40001016028G0,SETOR DE CIÊNCIAS DA TERRA
OD328,SEMIÓTICA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
AF071,MANEJO DE LAVOURA A,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AF081,MECANISMOS FISIOLÓGICOS DA PRODUÇÃO AGRÍCOLA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV128,DOENÇAS DOS SUÍNOS,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV129,OBSTETRÍCIA VETERINÁRIA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AZ091,SUINOCULTURA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
BP075,VIVÊNCIA EM MICROBIOLOGIA VETERINÁRIA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
CMV001,PROJETO DE TCC,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
MS100,SAÚDE AMBIENTAL E BIOSSEGURANÇA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
AV116,MEDICINA DE RUMINANTES,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
EM204,DIDÁTICA,40001016062G0,Não,HISTÓRIA  - Presencial - Curitiba,40001016062G0,SETOR DE CIÊNCIAS HUMANAS
OA851,HISTÓRIA DA MÚSICA BRASILEIRA I,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA871,MÚSICAS DO MUNDO I,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA872,ESTÁGIO SUPERVISIONADO,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA874,ANÁLISE DA MÚSICA NA MÍDIA,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA876,LABORATÓRIO DE ARRANJO MUSICAL,40001016078G0,Não,MÚSICA  - Presencial - Curitiba,40001016078G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
BF090,FISIOLOGIA VETERINÁRIA II,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
BP070,PARASITOLOGIA VETERINÁRIA I,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
BP078,VIVÊNCIA EM PARASITOLOGIA VETERINÁRIA,40001016076G0,Não,MEDICINA VETERINÁRIA  - Presencial - Curitiba,40001016076G0,SETOR DE CIÊNCIAS AGRÁRIAS
HF0303,SEMINÁRIOS DE PESQUISA I,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0724,LÍNGUA GREGA III,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0814,SEMINÁRIO DE LITERATURA LATINA VIII,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
DP057,DIREITO PENAL ECONÔMICO - PARTE ESPECIAL,40001016021G0,Não,DIREITO  - Presencial - Curitiba,40001016021G0,SETOR DE CIÊNCIAS JURÍDICAS
PP001,FÍSICA I,40001016080G0,Não,OCEANOGRAFIA  - Presencial - Pontal do Paraná,40001016080G0,CENTRO DE ESTUDOS DO MAR
PP006,FÍSICA EXPERIMENTAL I,40001016080G0,Não,OCEANOGRAFIA  - Presencial - Pontal do Paraná,40001016080G0,CENTRO DE ESTUDOS DO MAR
EP126,ORGANIZAÇÃO DO TRABALHO PEDAGÓGICO NA ESCOLA,40001016062G0,Não,HISTÓRIA  - Presencial - Curitiba,40001016062G0,SETOR DE CIÊNCIAS HUMANAS
HH327,HISTÓRIA DO PARANÁ,40001016062G0,Não,HISTÓRIA  - Presencial - Curitiba,40001016062G0,SETOR DE CIÊNCIAS HUMANAS
HH372,TÓPICOS ESPECIAIS DE HISTÓRIA E POLÍTICA,40001016062G0,Não,HISTÓRIA  - Presencial - Curitiba,40001016062G0,SETOR DE CIÊNCIAS HUMANAS
HH605,HISTÓRIA DO BRASIL - HISTORIOGRAFIA E ESTUDO DE CAMPO,40001016062G0,Não,HISTÓRIA  - Presencial - Curitiba,40001016062G0,SETOR DE CIÊNCIAS HUMANAS
CF111,FÍSICA III,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ273,TÓPICOS ESPECIAIS EM QUÍMICA I,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CI1005,QUALIDADE DE SOFTWARE,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
DEC056,POLÍTICA AGRÍCOLA,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
DEE610,CÁLCULO NUMÉRICO,40001016036G0,Não,ENGENHARIA DE ENERGIA  - Presencial - Palotina,40001016036G0,SETOR PALOTINA
TT555,"ENGINEERING, CREATIVITY AND SUSTAINABILITY",40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
DB190,CONSTITUCIONALISMO FEMINISTA ,40001016021G0,Não,DIREITO  - Presencial - Curitiba,40001016021G0,SETOR DE CIÊNCIAS JURÍDICAS
DP045,DIREITO PENAL INTERNACIONAL,40001016021G0,Não,DIREITO  - Presencial - Curitiba,40001016021G0,SETOR DE CIÊNCIAS JURÍDICAS
TE316,LABORATÓRIO DE CIRCUITOS ELÉTRICOS I,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE317,LABORATÓRIO DE ELETRÔNICA DIGITAL,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
HL967,TÓPICOS DE LINGUÍSTICA E COMUNICAÇÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM277,CONTEÚDOS ESPECÍFICOS PARA O ENSINO DE HISTÓRIA,40001016082G0,Não,PEDAGOGIA  - Presencial - Curitiba,40001016082G0,SETOR DE EDUCAÇÃO
TEP011,PESQUISA OPERACIONAL I,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
TEP013,GESTÃO E OTIMIZAÇÃO DE PROCESSOS,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
TEP024,ENGENHARIA ECONÔMICA,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
CMM122,MONOGRAFIA 1,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
CMM211,ÁLGEBRA LINEAR II,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
EM607,PRÁTICA DE DOCÊNCIA EM MATEMÁTICA III,40001016070G0,Não,MATEMÁTICA  - Presencial - Curitiba,40001016070G0,SETOR DE CIÊNCIAS EXATAS
TE342,FUNDAMENTOS DE COMUNICAÇÃO,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
DEC001,METODOLOGIA CIENTÍFICA,40001016051G0,Não,CIÊNCIAS EXATAS  - Presencial - Palotina,40001016051G0,SETOR PALOTINA
DEC013,FUNDAMENTOS DA EDUCAÇÃO,40001016051G0,Não,CIÊNCIAS EXATAS  - Presencial - Palotina,40001016051G0,SETOR PALOTINA
DEC032,ESTÁGIO SUPERVISIONADO ESCOLAR,40001016051G0,Não,CIÊNCIAS EXATAS  - Presencial - Palotina,40001016051G0,SETOR PALOTINA
DEC062,ENSINO DE MATEMÁTICA I,40001016051G0,Não,CIÊNCIAS EXATAS  - Presencial - Palotina,40001016051G0,SETOR PALOTINA
DEE241,CÁLCULO IV,40001016051G0,Não,CIÊNCIAS EXATAS  - Presencial - Palotina,40001016051G0,SETOR PALOTINA
