COD_DISCIPLINA,NOME_DISCIPLINA,COD_CURSO,MULTIPLA_ESCOLHA,CURSO,IDPROGRAMA,SETOR_CURSO
CQ227,QUÍMICA INORGÂNICA EXPERIMENTAL II,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ234,QUÍMICA ORGÂNICA IV,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ236,QUÍMICA ORGÂNICA EXPERIMENTAL II,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ245,FÍSICO - QUÍMICA V,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
CQ322,OPERAÇÕES UNITÁRIAS I,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
BP232,EXTENSÃO UNIVERSITÁRIA II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
BP234,MICROBIOLOGIA BUCAL,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
BP235,IMUNOLOGIA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
BQ100,BIOQUÍMICA ORAL E CARIOLOGIA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MS140,CUIDADOS PRIMÁRIOS À SAÚDE BUCAL,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
HE1206,TÓPICOS DE CONVERSAÇÃO EM LÍNGUA INGLESA II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1446,CINEMA JAPONÊS 1,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE150,ORIENTAÇÃO MONOGRÁFICA EM ESTUDOS LITERÁRIOS I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
AF098,AGROECOLOGIA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AL011,GEOPROCESSAMENTO NA AVALIAÇÃO DO MEIO FÍSICO,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AL065,INTRODUÇÃO AO GERENCIAMENTO AMBIENTAL AGRÍCOLA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
BG062,GENÉTICA VEGETAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
HE1394,LÍNGUA JAPONESA 1,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1331,TRADUÇÃO DE TEXTOS DE ESPECIALIDADE III,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HL965,TÓPICOS DE LINGUÍSTICA INDO-EUROPEIA II,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0797,SEMINÁRIO DE LÍNGUA LATINA VIII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0801,SEMINÁRIO DE LÍNGUA LATINA XII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0814,SEMINÁRIO DE LITERATURA LATINA VIII,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
ME043,CLÍNICA INTEGRADA I,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO042,ADMINISTRAÇÃO E PLANEJAMENTO PROFISSIONAL,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
HE1352,LÍNGUA FRANCESA I: COMPREENSÃO E PRODUÇÃO ESCRITA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1353,LÍNGUA FRANCESA I: COMPREENSÃO E PRODUÇÃO ORAL,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
STO194,"CLASSIFICAÇÃO INTERNACIONAL DE FUNCIONALIDADE, INCAPACIDADE E SAÚDE",40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
HE1178,INTRODUÇÃO À TEORIA DA LITERATURA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1186,COMPREENSÃO E PRODUÇÃO DE NARRATIVAS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1189,LABORATÓRIO TEMÁTICO I: INGLÊS NA CONTEMPORANEIDADE,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
ME041,CIRURGIA E TRAUMATOLOGIA BUCOMAXILOFACIAIS II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME042,ODONTOPEDIATRIA II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME054,PERIODONTIA II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO038,ORTODONTIA PREVENTIVA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO039,DENTÍSTICA RESTAURADORA II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO052,ENDODONTIA III,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO053,PRÓTESE FIXA II,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ST014,LÍNGUA ESPANHOLA I,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
ST053E,LÍNGUA INGLESA V,40001016109G0,Não,SECRETARIADO  - Presencial - Curitiba,40001016109G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
BE0026,PEDAGOGIA DO ESPORTE,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
CM310,PRÉ-CÁLCULO,40001016043G0,Não,ENGENHARIA QUÍMICA  - Presencial - Curitiba,40001016043G0,SETOR DE TECNOLOGIA
GB801E,INTERAÇÕES E DINÂMICAS GEOGRÁFICAS,40001016054G0,Não,GEOGRAFIA  - Presencial - Curitiba,40001016054G0,SETOR DE CIÊNCIAS DA TERRA
HH661,HISTÓRIA DA FORMAÇÃO E TRANSFORMAÇÃO DO ESPAÇO BRASILEIRO,40001016054G0,Não,GEOGRAFIA  - Presencial - Curitiba,40001016054G0,SETOR DE CIÊNCIAS DA TERRA
MS109,ERGONOMIA,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO153-II,TÓPICOS ESPECIAIS EM TERAPIA OCUPACIONAL,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO179,CONDIÇÕES SOCIAIS,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO181,PROCESSO DE TERAPIA OCUPACIONAL EM SAÚDE DO TRABALHADOR,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
STO182,PROCESSO DE TERAPIA OCUPACIONAL NA ATENÇÃO AO IDOSO,40001016112G0,Não,TERAPIA OCUPACIONAL  - Presencial - Curitiba,40001016112G0,SETOR DE CIÊNCIAS DA SAÚDE
HE1363,LITERATURA FRANCESA I:TEATRO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
BE076,ORGANIZAÇÃO E ADMINISTRAÇÃO NA EDUCAÇÃO FÍSICA,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BE088,EDUCAÇÃO FÍSICA EM CONTEXTOS EDUCATIVOS II,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
EM105,PRÁTICA DE ENSINO A,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
LIB038,COMUNICAÇÃO EM LÍNGUA BRASILEIRA DE SINAIS-LIBRAS: FUNDAMENTOS DA EDUCAÇÃO BILÍNGUE PARA SURDOS,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
CM310,PRÉ-CÁLCULO,40001016042G0,Não,ENGENHARIA MECÂNICA  - Presencial - Curitiba,40001016042G0,SETOR DE TECNOLOGIA
ET171,EDUCAÇÃO EM DIREITOS HUMANOS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1129,ELEMENTOS DE LINGUÍSTICA GERAL E APLICADA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1170E,INTRODUÇÃO À ITALIANÍSTICA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1171,LÍNGUA ITALIANA I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0700E,NARRATIVA ANTIGA,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
MN136,"SAÚDE, SOCIEDADE E MEIO AMBIENTE",40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
MN137,FUNDAMENTOS PARA ENFERMAGEM EM SAÚDE COLETIVA,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
MS029,EPIDEMIOLOGIA - ENFERMAGEM,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
SLSC102,INFORMÁTICA EM SAÚDE,40001016137G0,Não,SAÚDE COLETIVA  - Presencial - Matinhos,40001016137G0,SETOR LITORAL
SL58,INTERAÇÕES CULTURAIS E HUMANÍSTICAS,40001016137G0,Não,SAÚDE COLETIVA  - Presencial - Matinhos,40001016137G0,SETOR LITORAL
TE331,INSTRUMENTAÇÃO ELETRÔNICA,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE334,SISTEMAS LINEARES DE CONTROLE,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE340,CONVERSÃO DE ENERGIA II,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE351,MICROELETRÔNICA I,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
TE354,REDES DE COMPUTADORES,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
BP012,IMUNOLOGIA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME034,ANESTESIA E EMERGÊNCIAS MÉDICAS,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME036,TERAPÊUTICA APLICADA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME047,PATOLOGIA BUCAL,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
ME050,SEMIOLOGIA APLICADA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
MO049,OCLUSÃO DENTÁRIA,40001016081G0,Não,ODONTOLOGIA  - Presencial - Curitiba,40001016081G0,SETOR DE CIÊNCIAS DA SAÚDE
BQ068,BIOQUÍMICA ANIMAL,40001016079G0,Não,NUTRIÇÃO  - Presencial - Curitiba,40001016079G0,SETOR DE CIÊNCIAS DA SAÚDE
OA311,INTRODUÇÃO À HISTÓRIA DA ARTE,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA312,METODOLOGIA DE PESQUISA EM ARTES 1,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA313,INTRODUÇÃO AO DESENHO,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA314,INTRODUÇÃO À PINTURA,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
OA315,INTRODUÇÃO À TRIDIMENSIONALIDADE,40001016007G0,Não,ARTES VISUAIS  - Presencial - Curitiba,40001016007G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODDA2,DESIGN APLICADO 2,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODHT3,HISTÓRIA E TEORIA 3,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODRE3,REPRESENTAÇÃO E EXPRESSÃO 3,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODSE3,SISTEMAS E ESTRATÉGIAS 3,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
ODTE3,TEMAS EMERGENTES EM DESIGN GRÁFICO 3,40001016122G0,Não,DESIGN GRÁFICO  - Presencial - Curitiba,40001016122G0,SETOR DE ARTES COMUNICAÇÃO E DESIGN
BA046,ANATOMIA GERAL I ENFERMAGEM,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
BC023,BIOLOGIA CELULAR APLICADA Á ENFERMAGEM,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
HC644,SOCIOLOGIA GERAL,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
HP298,PSICOLOGIA APLICADA À SAÚDE I,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
MN165,HISTÓRIA DA ENFERMAGEM,40001016024G0,Não,ENFERMAGEM  - Presencial - Curitiba,40001016024G0,SETOR DE CIÊNCIAS DA SAÚDE
CEG001,DESENHO TÉCNICO I,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
CM303,INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
CM310,PRÉ-CÁLCULO,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
CQ209,QUÍMICA GERAL,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
TEP001B,GESTÃO DE PESSOAS,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
TEP002,INTRODUÇÃO Á PRÁTICA PROFISSIONAL,40001016037G0,Não,ENGENHARIA DE PRODUÇÃO  - Presencial - Curitiba,40001016037G0,SETOR DE TECNOLOGIA
CF109,FÍSICA I,40001016039G0,Não,ENGENHARIA ELÉTRICA  - Presencial - Curitiba,40001016039G0,SETOR DE TECNOLOGIA
HE1208,ESTUDO DE GÊNERO E LINGUAGENS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
AE091E,EXTENSÃO RURAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
AZ073,ZOOTECNIA GERAL,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
BB079,SISTEMÁTICA VEGETAL PARA AGRONOMIA,40001016003G0,Não,AGRONOMIA  - Presencial - Curitiba,40001016003G0,SETOR DE CIÊNCIAS AGRÁRIAS
LUT018,ACÚSTICA I,40001016105G0,Não,LUTERIA  - Presencial - Curitiba,40001016105G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
LUT023,HISTÓRIA DA ARTE I,40001016105G0,Não,LUTERIA  - Presencial - Curitiba,40001016105G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
CM311,CÁLCULO 1,40001016064G0,Não,INFORMÁTICA BIOMÉDICA  - Presencial - Curitiba,40001016064G0,SETOR DE CIÊNCIAS EXATAS
SLEF101,DISCIPLINA: PROJETO DE APRENDIZAGEM I: INTRODUÇÃO AOS ESTUDOS DA EDUCAÇÃO FÍSICA,40001016128G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Matinhos,40001016128G0,SETOR LITORAL
SLEF102,FUNDAMENTOS MORFOFUNCIONAIS I,40001016128G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Matinhos,40001016128G0,SETOR LITORAL
SLEF103,ESPORTE I,40001016128G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Matinhos,40001016128G0,SETOR LITORAL
SLEF104,EDUCAÇÃO FÍSICA E MEIO AMBIENTE,40001016128G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Matinhos,40001016128G0,SETOR LITORAL
SL52,INTERAÇÕES CULTURAIS E HUMANÍSTICAS,40001016128G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Matinhos,40001016128G0,SETOR LITORAL
CI202,MÉTODOS NUMÉRICOS,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
CM303,INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
CM311,CÁLCULO 1,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
TC503X,DESENHO ARQUITETÔNICO,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
TH512,FÍSICA II,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
HCP091,ATIVIDADES CURRICULARES DE EXTENSÃO EM CIÊNCIA POLÍTICA II,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
HSS006,SOCIOLOGIA DA EDUCAÇÃO,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
HSS007,"CORPO, GÊNERO E SEXUALIDADE",40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
HSS009,MÉTODOS QUANTITATIVOS EM SOCIOLOGIA,40001016016G0,Não,CIÊNCIAS SOCIAIS  - Presencial - Curitiba,40001016016G0,SETOR DE CIÊNCIAS HUMANAS
SE650,ECONOMIA COMPORTAMENTAL,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
SE685A,POLÍTICA INDUSTRIAL E TECNOLÓGICA,40001016015G0,Não,CIÊNCIAS ECONÔMICAS  - Presencial - Curitiba,40001016015G0,SETOR DE CIÊNCIAS SOCIAIS E APLICADAS
HPAC0565,ALEMÃO COMO LÍNGUA ESTRANGEIRA I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
CI1215,SISTEMAS OPERACIONAIS,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
CI1221,ENGENHARIA DE SOFTWARE,40001016010G0,Não,CIÊNCIA DA COMPUTAÇÃO  - Presencial - Curitiba,40001016010G0,SETOR DE CIÊNCIAS EXATAS
BQ069,INTRODUÇÃO À BIOQUÍMICA,40001016087G0,Não,QUÍMICA  - Presencial - Curitiba,40001016087G0,SETOR DE CIÊNCIAS EXATAS
BE0027,METODOLOGIA DA PESQUISA,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BE0028,MODALIDADES DE ACADEMIA,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BE0029,PSICOLOGIA DO ESPORTE E DO EXERCÍCIO,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BE0038,ESTÁGIO I,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
BE0061,TREINAMENTO ESPORTIVO NA INFÂNCIA E ADOLESCÊNCIA,40001016022G0,Não,EDUCAÇÃO FÍSICA  - Presencial - Curitiba,40001016022G0,SETOR DE CIÊNCIAS BIOLÓGICAS
TC039,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO CIVIL,40001016030G0,Não,ENGENHARIA CIVIL  - Presencial - Curitiba,40001016030G0,SETOR DE TECNOLOGIA
DS020,REDES DE COMPUTADORES,40001016111G0,Não,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS  - Presencial - Curitiba,40001016111G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
DS252,ENGENHARIA DE SOFTWARE II,40001016111G0,Não,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS  - Presencial - Curitiba,40001016111G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
DS960,TCC-2,40001016111G0,Não,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS  - Presencial - Curitiba,40001016111G0,SETOR DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA
HE1179,TEORIA DA LITERATURA APLICADA AO TEXTO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HE1191,LABORATÓRIO TEMÁTICO III DE LÍNGUA INGLESA - LETRAMENTO CRÍTICO E MULTILETRAMENTO,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0551,ALEMÃO I,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0570,FONÉTICA DA LÍNGUA ALEMÃ,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
EM315,PRÁTICA DE DOCÊNCIA EM LÍNGUA ESTRANGEIRA MODERNA II: POLONÊS,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
HPAC0503,PROJETOS DE APRENDIZAGEM EM POLONÊS 1,40001016067G0,Não,LETRAS  - Presencial - Curitiba,40001016067G0,SETOR DE CIÊNCIAS HUMANAS
SLCAM101,QUÍMICA E BIOQUÍMICA,40001016127G0,Não,CIÊNCIAS AMBIENTAIS  - Presencial - Matinhos,40001016127G0,SETOR LITORAL
SLCAM102,ECOLOGIA DE ECOSSISTEMAS,40001016127G0,Não,CIÊNCIAS AMBIENTAIS  - Presencial - Matinhos,40001016127G0,SETOR LITORAL
SLCAM103,GÊNESE E TRANSFORMAÇÃO TERRITORIAL,40001016127G0,Não,CIÊNCIAS AMBIENTAIS  - Presencial - Matinhos,40001016127G0,SETOR LITORAL
SLCAM104,PROJETO DE APRENDIZAGEM I (PA I),40001016127G0,Não,CIÊNCIAS AMBIENTAIS  - Presencial - Matinhos,40001016127G0,SETOR LITORAL
SL57,INTERAÇÕES CULTURAIS E HUMANÍSTICAS,40001016127G0,Não,CIÊNCIAS AMBIENTAIS  - Presencial - Matinhos,40001016127G0,SETOR LITORAL
BB112,BIOLOGIA DE FUNGOS,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
GC109,INTRODUÇÃO À GEOLOGIA AMBIENTAL,40001016049G0,Não,FÍSICA  - Presencial - Curitiba,40001016049G0,SETOR DE CIÊNCIAS EXATAS
HF0001,INTRODUÇÃO À FILOSOFIA I,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
HF0002,FILOSOFIA GERAL 1,40001016047G0,Não,FILOSOFIA  - Presencial - Curitiba,40001016047G0,SETOR DE CIÊNCIAS HUMANAS
